,Sub,Ses,Run,Awake,External,Future,Past,Other,Valence,Image,Word,Detail
184,1050,2,1,"['8', '4', '7', '7', '7', '8', '7', '7']","['3', '3', '6', '7', '8', '3', '8', '3']","['7', '4', '3', '5', '4', '8', '6', '8']","['4', '7', '7', '6', '8', '7', '5', '4']","['2', '3', '7', '3', '3', '3', '2', '3']","['2', '3', '7', '6', '5', '3', '7', '4']","['3', '4', '7', '6', '7', '6', '6', '7']","['8', '8', '7', '7', '7', '7', '8', '8']","['4', '5', '6', '7', '6', '6', '6', '6']"
185,1050,2,2,"['8', '7', '8', '7', '7', '7', '8', '7']","['4', '3', '6', '6', '6', '6', '7', '7']","['3', '7', '7', '8', '5', '6', '3', '3']","['7', '7', '7', '6', '7', '6', '7', '7']","['3', '2', '3', '7', '2', '3', '7', '7']","['7', '2', '2', '2', '3', '4', '7', '8']","['7', '4', '3', '6', '6', '3', '3', '7']","['7', '7', '7', '8', '8', '7', '7', '7']","['6', '6', '7', '7', '4', '1', '7', '7']"
186,1051,1,1,"['9', '7', '8', '7', '7', '6', '8', '8']","['8', '3', '3', '3', '2', '3', '2', '3']","['3', '3', '7', '3', '3', '3', '8', '3']","['4', '7', '5', '8', '7', '7', '7', '7']","['3', '3', '2', '4', '2', '3', '8', '3']","['6', '7', '6', '9', '8', '8', '5', '7']","['8', '7', '7', '9', '8', '8', '6', '7']","['3', '3', '7', '2', '6', '2', '7', '3']","['3', '6', '7', '3', '4', '3', '3', '3']"
187,1051,1,2,"['8', '8', '8', '7', '8', '8', '8', '8']","['3', '2', '3', '2', '2', '2', '2', '3']","['2', '1', '7', '3', '9', '9', '1', '5']","['9', '9', '7', '8', '7', '2', '9', '7']","['1', '4', '7', '5', '3', '1', '2', '2']","['7', '7', '8', '7', '7', '7', '8', '6']","['9', '9', '6', '7', '9', '1', '7', '8']","['1', '2', '7', '7', '1', '9', '2', '2']","['3', '4', '4', '3', '3', '7', '3', '3']"
188,1051,2,1,"['5', '5', '5', '5', '6', '5', '5', '6']","['9', '3', '3', '3', '2', '2', '3', '3']","['3', '8', '7', '3', '2', '3', '7', '3']","['3', '1', '6', '8', '9', '9', '3', '7']","['1', '3', '3', '2', '7', '1', '1', '4']","['4', '7', '6', '7', '8', '7', '5', '6']","['3', '8', '8', '7', '8', '8', '3', '7']","['6', '7', '1', '2', '6', '3', '7', '3']","['3', '4', '3', '3', '4', '3', '6', '3']"
189,1051,2,2,"['7', '7', '7', '7', '7', '7', '7', '7']","['2', '3', '8', '1', '1', '2', '9', '2']","['9', '9', '9', '1', '1', '6', '1', '9']","['1', '3', '7', '9', '9', '7', '3', '3']","['1', '1', '1', '1', '6', '5', '2', '5']","['6', '7', '6', '7', '6', '6', '5', '8']","['9', '7', '9', '8', '9', '6', '6', '7']","['3', '1', '2', '1', '2', '7', '7', '4']","['3', '3', '7', '3', '3', '7', '3', '6']"
190,1052,1,1,"['7', '8', '8', '7', '8', '8', '8', '8']","['7', '6', '6', '5', '3', '3', '3', '3']","['3', '3', '3', '2', '7', '6', '3', '4']","['2', '5', '7', '2', '1', '3', '8', '7']","['3', '3', '7', '3', '2', '8', '1', '2']","['6', '7', '6', '5', '5', '7', '8', '8']","['7', '8', '6', '8', '9', '5', '4', '3']","['3', '4', '4', '2', '2', '7', '7', '7']","['7', '7', '6', '8', '7', '6', '8', '7']"
191,1052,1,2,"['7', '7', '8', '8', '8', '8', '7', '8']","['7', '6', '3', '4', '3', '2', '7', '3']","['1', '2', '3', '3', '4', '3', '4', '4']","['2', '2', '7', '4', '7', '7', '7', '7']","['4', '5', '2', '4', '3', '9', '7', '2']","['5', '5', '5', '4', '7', '5', '7', '8']","['8', '9', '7', '7', '7', '3', '7', '8']","['2', '1', '4', '3', '3', '8', '3', '2']","['6', '7', '6', '6', '7', '7', '8', '7']"
192,1052,2,1,"['7', '7', '7', '7', '7', '4', '8', '7']","['6', '3', '3', '3', '7', '7', '7', '7']","['3', '4', '4', '6', '7', '3', '4', '3']","['8', '6', '6', '4', '3', '7', '6', '7']","['3', '3', '7', '2', '3', '8', '3', '3']","['7', '5', '6', '7', '6', '6', '5', '6']","['7', '7', '2', '8', '9', '7', '8', '3']","['3', '3', '8', '2', '1', '3', '2', '7']","['6', '7', '7', '7', '7', '6', '7', '5']"
193,1052,2,2,"['7', '7', '8', '7', '8', '8', '7', '6']","['3', '3', '3', '4', '3', '2', '6', '3']","['3', '4', '7', '6', '3', '1', '4', '4']","['7', '5', '3', '3', '7', '9', '6', '7']","['3', '3', '7', '4', '3', '1', '3', '3']","['6', '7', '6', '4', '6', '5', '3', '4']","['6', '7', '7', '8', '8', '3', '7', '7']","['4', '3', '4', '2', '2', '7', '3', '6']","['7', '7', '6', '4', '7', '6', '5', '6']"
194,1053,1,1,"['7', '7', '6', '7', '7', '5', '6', '5']","['4', '4', '3', '4', '3', '8', '4', '8']","['4', '7', '8', '7', '6', '3', '8', '4']","['8', '6', '6', '6', '7', '3', '4', '3']","['7', '6', '4', '6', '7', '5', '5', '4']","['4', '6', '7', '7', '6', '5', '6', '5']","['4', '6', '9', '8', '8', '9', '8', '8']","['8', '3', '6', '6', '4', '7', '4', '6']","['7', '6', '4', '4', '3', '6', '6', '6']"
195,1053,1,2,"['6', '6', '6', '6', '6', '7', '4', '4']","['8', '6', '7', '6', '8', '6', '9', '9']","['4', '8', '8', '8', '7', '9', '4', '6']","['7', '6', '6', '6', '6', '2', '3', '3']","['5', '4', '4', '7', '4', '3', '5', '7']","['7', '6', '5', '7', '6', '4', '5', '5']","['9', '8', '6', '7', '7', '8', '9', '8']","['3', '4', '4', '6', '4', '8', '4', '3']","['7', '6', '6', '6', '6', '8', '4', '6']"
196,1053,2,1,"['6', '7', '6', '6', '6', '6', '6', '6']","['8', '6', '6', '8', '8', '8', '8', '8']","['3', '4', '8', '2', '6', '3', '3', '4']","['7', '7', '6', '2', '4', '3', '6', '8']","['5', '7', '7', '5', '3', '4', '5', '4']","['5', '6', '7', '5', '6', '5', '5', '4']","['8', '8', '7', '8', '8', '8', '7', '6']","['2', '7', '3', '2', '4', '4', '2', '3']","['7', '7', '7', '6', '7', '6', '6', '6']"
197,1053,2,2,"['7', '7', '7', '6', '7', '6', '6', '6']","['7', '8', '8', '8', '7', '8', '7', '6']","['3', '3', '4', '6', '7', '8', '6', '8']","['8', '8', '7', '8', '4', '6', '7', '6']","['7', '7', '7', '3', '2', '5', '4', '6']","['6', '6', '4', '4', '4', '6', '7', '4']","['8', '8', '8', '7', '7', '7', '8', '6']","['2', '2', '4', '6', '3', '4', '3', '4']","['7', '6', '7', '6', '4', '6', '7', '6']"
198,1054,1,1,"['3', '5', '6', '6', '6', '6', '6', '8']","['9', '9', '5', '4', '1', '9', '3', '9']","['1', '1', '8', '7', '9', '4', '7', '3']","['1', '5', '1', '1', '5', '5', '1', '1']","['5', '5', '1', '1', '8', '1', '9', '2']","['5', '5', '5', '5', '7', '3', '6', '3']","['1', '1', '2', '4', '9', '8', '8', '1']","['1', '1', '9', '1', '4', '1', '1', '1']","['2', '3', '3', '6', '8', '4', '4', '1']"
199,1054,1,2,"['8', '9', '9', '9', '8', '9', '8', '6']","['2', '5', '4', '9', '4', '9', '9', '6']","['1', '5', '9', '1', '7', '1', '1', '1']","['9', '5', '1', '1', '1', '1', '1', '7']","['7', '5', '1', '1', '1', '3', '2', '1']","['4', '5', '3', '3', '7', '5', '5', '7']","['9', '9', '7', '5', '9', '9', '9', '3']","['1', '1', '1', '1', '2', '1', '2', '8']","['3', '5', '3', '2', '3', '1', '8', '3']"
200,1055,1,1,"['9', '7', '9', '4', '4', '3', '6', '3']","['9', '3', '9', '7', '6', '3', '1', '7']","['1', '9', '1', '9', '1', '3', '1', '1']","['6', '6', '1', '2', '7', '8', '9', '1']","['4', '1', '3', '7', '3', '8', '9', '2']","['4', '8', '3', '8', '5', '8', '6', '5']","['7', '9', '1', '9', '9', '9', '8', '4']","['4', '1', '2', '1', '1', '1', '1', '3']","['7', '3', '4', '8', '1', '4', '9', '2']"
201,1055,1,2,"['8', '7', '4', '4', '6', '7', '4', '8']","['8', '8', '2', '4', '2', '8', '4', '8']","['2', '1', '2', '3', '3', '7', '9', '7']","['2', '1', '1', '1', '3', '7', '2', '2']","['1', '2', '5', '2', '4', '5', '2', '3']","['1', '1', '6', '8', '7', '2', '6', '1']","['3', '4', '5', '5', '6', '6', '7', '6']","['1', '1', '6', '5', '6', '2', '3', '6']","['8', '7', '3', '6', '4', '5', '7', '4']"
202,1055,2,1,"['4', '3', '8', '3', '7', '2', '7', '4']","['7', '6', '8', '2', '2', '6', '6', '7']","['2', '7', '2', '6', '9', '2', '1', '1']","['7', '7', '6', '2', '1', '2', '1', '9']","['1', '1', '1', '1', '3', '1', '1', '7']","['6', '7', '3', '7', '6', '8', '2', '3']","['7', '9', '7', '6', '9', '6', '7', '9']","['1', '1', '1', '2', '1', '1', '2', '1']","['3', '7', '2', '1', '6', '3', '6', '7']"
203,1055,2,2,"['6', '4', '4', '3', '2', '7', '7', '7']","['9', '8', '1', '7', '6', '8', '7', '8']","['2', '8', '9', '8', '2', '8', '7', '9']","['8', '3', '1', '7', '2', '5', '6', '1']","['1', '2', '7', '2', '1', '2', '1', '1']","['3', '6', '8', '8', '3', '1', '3', '1']","['7', '4', '9', '6', '6', '7', '5', '6']","['2', '4', '1', '2', '1', '1', '1', '1']","['6', '4', '7', '6', '7', '7', '1', '3']"
204,1056,1,1,"['3', '4', '4', '6', '6', '7', '7', '6']","['8', '8', '9', '9', '7', '9', '9', '9']","['2', '7', '6', '7', '8', '7', '6', '9']","['2', '1', '1', '1', '1', '1', '2', '1']","['2', '6', '3', '4', '2', '1', '2', '1']","['6', '5', '4', '4', '5', '3', '6', '5']","['1', '6', '1', '1', '4', '3', '1', '1']","['9', '8', '9', '9', '8', '7', '9', '9']","['2', '2', '2', '1', '3', '3', '2', '4']"
205,1056,1,2,"['3', '6', '6', '6', '4', '4', '4', '4']","['1', '7', '9', '1', '8', '1', '1', '9']","['2', '7', '1', '9', '6', '1', '9', '7']","['8', '3', '8', '6', '6', '9', '1', '7']","['9', '1', '3', '8', '1', '2', '1', '1']","['7', '6', '7', '9', '4', '8', '8', '4']","['7', '7', '9', '8', '1', '9', '1', '1']","['2', '3', '6', '2', '9', '1', '9', '9']","['3', '4', '6', '6', '6', '5', '6', '6']"
206,1056,2,1,"['2', '2', '2', '1', '3', '2', '1', '2']","['3', '6', '3', '4', '7', '7', '4', '1']","['2', '7', '8', '9', '8', '9', '8', '6']","['8', '7', '6', '1', '3', '5', '2', '1']","['1', '2', '1', '1', '4', '7', '1', '6']","['2', '5', '2', '2', '6', '5', '5', '5']","['3', '3', '6', '5', '5', '5', '4', '3']","['7', '7', '8', '8', '7', '4', '6', '7']","['4', '3', '4', '5', '3', '6', '7', '4']"
207,1056,2,2,"['1', '2', '2', '2', '1', '1', '1', '1']","['8', '3', '7', '9', '2', '6', '8', '9']","['1', '6', '9', '9', '9', '8', '8', '6']","['4', '7', '1', '1', '1', '1', '4', '2']","['2', '3', '1', '1', '4', '1', '1', '3']","['4', '7', '5', '8', '7', '2', '4', '3']","['2', '4', '8', '4', '2', '7', '6', '6']","['8', '8', '3', '7', '8', '7', '6', '8']","['4', '3', '7', '6', '6', '6', '4', '3']"
208,1057,1,1,"['8', '9', '9', '9', '9', '9', '9', '9']","['1', '1', '1', '1', '9', '9', '1', '1']","['8', '5', '9', '1', '7', '7', '9', '8']","['3', '7', '4', '9', '2', '7', '2', '3']","['9', '8', '7', '7', '1', '9', '1', '8']","['9', '8', '8', '7', '8', '5', '3', '8']","['8', '8', '8', '7', '1', '8', '7', '8']","['1', '3', '1', '3', '6', '2', '3', '1']","['8', '6', '8', '3', '7', '8', '7', '8']"
209,1057,1,2,"['9', '9', '9', '9', '9', '9', '9', '9']","['4', '1', '1', '3', '1', '1', '1', '1']","['1', '7', '1', '9', '9', '9', '8', '9']","['9', '7', '9', '2', '1', '2', '8', '8']","['9', '9', '9', '8', '6', '8', '8', '8']","['8', '9', '8', '9', '9', '9', '9', '9']","['2', '8', '8', '9', '9', '8', '9', '9']","['2', '2', '2', '2', '4', '2', '1', '2']","['3', '7', '8', '8', '9', '9', '8', '8']"
210,1057,2,1,"['4', '8', '7', '7', '3', '7', '8', '7']","['6', '4', '2', '2', '7', '8', '2', '2']","['2', '2', '8', '9', '7', '3', '8', '8']","['8', '8', '2', '2', '2', '3', '2', '3']","['2', '8', '2', '1', '1', '2', '8', '7']","['4', '3', '8', '5', '5', '3', '8', '8']","['3', '8', '6', '4', '2', '7', '8', '8']","['2', '2', '3', '3', '2', '3', '2', '2']","['2', '7', '3', '3', '2', '2', '7', '7']"
211,1057,2,2,"['4', '7', '7', '7', '4', '3', '7', '3']","['3', '3', '2', '8', '8', '8', '3', '8']","['2', '9', '7', '5', '8', '8', '3', '7']","['7', '2', '3', '4', '7', '2', '3', '3']","['8', '2', '2', '8', '8', '9', '4', '8']","['2', '8', '8', '8', '6', '8', '6', '4']","['8', '8', '7', '8', '7', '8', '6', '3']","['3', '2', '3', '3', '3', '2', '4', '3']","['7', '8', '7', '7', '7', '7', '3', '7']"
212,1058,1,1,"['6', '8', '7', '7', '3', '4', '4', '3']","['3', '2', '9', '6', '7', '9', '4', '7']","['7', '4', '4', '3', '6', '6', '4', '3']","['3', '6', '3', '4', '3', '4', '3', '4']","['5', '2', '3', '1', '2', '2', '1', '1']","['6', '6', '4', '5', '4', '3', '4', '5']","['8', '7', '4', '7', '6', '8', '8', '9']","['3', '2', '3', '3', '3', '3', '2', '3']","['7', '2', '7', '7', '4', '6', '6', '6']"
213,1058,1,2,"['4', '3', '4', '4', '1', '2', '1', '2']","['9', '3', '3', '3', '9', '7', '9', '8']","['1', '1', '8', '3', '2', '2', '7', '2']","['5', '8', '3', '7', '4', '1', '2', '8']","['1', '7', '1', '1', '1', '2', '1', '1']","['3', '4', '4', '4', '3', '3', '3', '5']","['7', '9', '2', '8', '8', '7', '9', '4']","['3', '1', '8', '2', '1', '2', '3', '7']","['7', '6', '1', '3', '4', '3', '3', '2']"
214,1058,2,1,"['2', '2', '3', '3', '2', '2', '1', '1']","['6', '9', '3', '6', '7', '2', '7', '6']","['1', '3', '1', '2', '6', '9', '6', '2']","['9', '2', '9', '7', '4', '1', '2', '7']","['5', '3', '3', '2', '2', '1', '1', '1']","['7', '4', '8', '5', '4', '5', '5', '3']","['9', '6', '9', '7', '7', '7', '6', '8']","['1', '1', '3', '6', '2', '4', '2', '3']","['7', '4', '8', '3', '7', '2', '6', '4']"
215,1058,2,2,"['3', '2', '3', '2', '3', '3', '2', '3']","['5', '6', '2', '1', '9', '1', '6', '7']","['1', '3', '1', '4', '1', '1', '5', '1']","['9', '8', '1', '6', '2', '9', '2', '1']","['2', '2', '1', '9', '5', '1', '1', '1']","['5', '6', '5', '7', '4', '6', '4', '4']","['7', '7', '3', '6', '7', '8', '6', '6']","['2', '2', '3', '2', '2', '1', '1', '2']","['6', '3', '5', '5', '1', '2', '2', '2']"
216,1059,1,1,"['8', '8', '7', '8', '7', '8', '8', '7']","['1', '1', '1', '8', '7', '1', '1', '1']","['1', '3', '4', '3', '6', '7', '7', '7']","['8', '7', '5', '5', '6', '6', '3', '3']","['3', '6', '1', '3', '1', '1', '1', '1']","['6', '6', '7', '7', '5', '5', '7', '6']","['6', '2', '1', '6', '6', '1', '1', '1']","['6', '6', '6', '6', '1', '9', '7', '6']","['7', '6', '4', '3', '7', '6', '3', '3']"
217,1059,1,2,"['5', '7', '7', '7', '7', '8', '8', '9']","['1', '3', '6', '4', '4', '2', '3', '9']","['1', '3', '3', '1', '1', '1', '2', '5']","['9', '6', '7', '9', '9', '9', '9', '5']","['7', '1', '1', '8', '9', '6', '6', '2']","['3', '6', '7', '5', '6', '6', '5', '6']","['9', '7', '7', '8', '9', '9', '7', '7']","['1', '6', '4', '6', '6', '4', '7', '3']","['7', '7', '7', '7', '8', '9', '7', '6']"
218,1059,2,1,"['9', '8', '8', '8', '8', '8', '8', '8']","['1', '2', '2', '2', '2', '2', '2', '2']","['1', '2', '3', '2', '5', '3', '6', '6']","['8', '7', '7', '6', '6', '7', '4', '3']","['5', '4', '6', '7', '8', '1', '2', '3']","['7', '7', '7', '7', '7', '8', '7', '7']","['8', '8', '6', '7', '7', '7', '6', '7']","['2', '3', '6', '6', '4', '3', '6', '4']","['6', '6', '7', '7', '7', '7', '3', '3']"
219,1059,2,2,"['8', '8', '8', '8', '8', '8', '8', '8']","['7', '6', '4', '3', '2', '2', '2', '2']","['3', '2', '1', '4', '2', '4', '3', '2']","['8', '7', '7', '7', '6', '6', '7', '2']","['4', '7', '8', '7', '7', '3', '2', '1']","['4', '4', '4', '3', '2', '7', '6', '4']","['9', '8', '8', '6', '7', '3', '2', '3']","['4', '3', '6', '7', '7', '8', '8', '7']","['7', '7', '7', '7', '7', '7', '2', '3']"
220,1060,1,1,"['9', '9', '9', '9', '9', '9', '9', '9']","['1', '9', '7', '6', '1', '9', '1', '9']","['7', '5', '9', '9', '1', '5', '1', '1']","['7', '5', '1', '1', '1', '5', '1', '1']","['5', '3', '1', '4', '5', '1', '3', '1']","['6', '5', '5', '7', '5', '5', '9', '4']","['1', '1', '1', '1', '1', '1', '1', '1']","['9', '9', '9', '9', '1', '9', '9', '9']","['7', '3', '5', '6', '1', '5', '9', '5']"
221,1060,1,2,"['9', '9', '9', '9', '9', '9', '9', '9']","['5', '5', '1', '3', '7', '7', '1', '1']","['9', '9', '9', '9', '9', '9', '9', '9']","['1', '1', '1', '1', '1', '1', '1', '1']","['1', '5', '1', '1', '5', '5', '3', '5']","['5', '7', '3', '3', '5', '5', '7', '7']","['1', '1', '1', '1', '1', '1', '1', '1']","['9', '9', '9', '9', '9', '9', '9', '9']","['9', '5', '9', '9', '9', '9', '9', '9']"
222,1060,2,1,"['5', '3', '2', '3', '3', '4', '5', '5']","['1', '7', '9', '9', '1', '9', '5', '5']","['1', '1', '1', '1', '3', '5', '1', '9']","['1', '1', '7', '1', '1', '1', '9', '3']","['5', '1', '1', '1', '1', '1', '1', '1']","['5', '5', '3', '3', '5', '5', '5', '5']","['5', '1', '1', '1', '1', '1', '1', '1']","['5', '9', '9', '9', '9', '9', '9', '9']","['5', '9', '8', '9', '5', '9', '9', '9']"
223,1060,2,2,"['9', '9', '9', '9', '9', '9', '9', '9']","['9', '5', '9', '1', '9', '2', '9', '9']","['1', '5', '1', '1', '1', '9', '9', '5']","['1', '5', '1', '1', '1', '1', '1', '5']","['1', '5', '5', '5', '1', '1', '1', '1']","['1', '5', '5', '5', '7', '5', '5', '1']","['1', '5', '1', '4', '1', '1', '1', '1']","['9', '5', '9', '1', '9', '9', '9', '9']","['9', '5', '9', '1', '9', '9', '9', '9']"
224,1061,1,1,"['4', '6', '5', '4', '6', '1', '3', '1']","['6', '8', '4', '4', '5', '2', '2', '1']","['8', '2', '8', '9', '3', '2', '1', '1']","['1', '2', '2', '1', '3', '2', '9', '6']","['8', '3', '2', '2', '8', '5', '2', '1']","['5', '5', '5', '5', '5', '5', '5', '4']","['1', '2', '2', '5', '2', '1', '2', '1']","['2', '7', '8', '6', '7', '1', '2', '3']","['3', '7', '4', '1', '4', '1', '2', '2']"
225,1061,1,2,"['2', '2', '2', '1', '7', '4', '3', '4']","['1', '8', '6', '5', '7', '2', '4', '8']","['6', '1', '3', '9', '5', '2', '8', '1']","['2', '9', '1', '1', '5', '7', '1', '1']","['2', '6', '2', '1', '3', '1', '1', '2']","['4', '5', '5', '4', '6', '5', '5', '4']","['1', '1', '1', '1', '1', '3', '3', '5']","['6', '7', '1', '1', '6', '7', '6', '7']","['2', '1', '1', '2', '6', '1', '2', '4']"
226,1061,2,1,"['1', '2', '1', '2', '3', '1', '1', '1']","['1', '6', '3', '6', '1', '1', '4', '1']","['1', '1', '1', '1', '2', '1', '1', '1']","['1', '8', '1', '5', '8', '7', '9', '5']","['1', '6', '3', '3', '1', '2', '5', '2']","['4', '5', '5', '5', '5', '5', '4', '5']","['1', '3', '1', '1', '1', '5', '5', '1']","['6', '6', '4', '1', '1', '6', '2', '1']","['3', '2', '1', '1', '2', '1', '2', '1']"
227,1061,2,2,"['8', '7', '7', '5', '5', '5', '1', '4']","['1', '3', '1', '6', '3', '4', '6', '5']","['2', '2', '4', '5', '5', '5', '3', '3']","['8', '2', '2', '3', '2', '8', '9', '8']","['1', '5', '1', '3', '5', '4', '1', '3']","['6', '5', '5', '5', '5', '5', '5', '5']","['1', '2', '5', '7', '2', '2', '4', '1']","['6', '2', '7', '2', '7', '9', '8', '1']","['6', '1', '6', '1', '1', '1', '5', '1']"
228,1062,1,1,"['3', '5', '7', '6', '7', '6', '6', '6']","['6', '5', '4', '6', '3', '3', '3', '3']","['2', '6', '6', '6', '7', '4', '7', '6']","['6', '3', '3', '3', '4', '4', '3', '7']","['6', '2', '8', '3', '7', '6', '6', '7']","['5', '6', '9', '4', '8', '3', '4', '8']","['9', '6', '8', '4', '7', '6', '6', '9']","['4', '3', '2', '6', '3', '4', '4', '2']","['7', '3', '6', '4', '6', '4', '3', '5']"
229,1062,1,2,"['6', '7', '6', '7', '6', '6', '5', '4']","['7', '3', '3', '3', '3', '8', '3', '2']","['3', '7', '8', '7', '7', '2', '2', '6']","['3', '4', '5', '5', '4', '4', '8', '6']","['1', '6', '3', '7', '3', '2', '7', '3']","['4', '8', '5', '7', '3', '4', '7', '5']","['3', '7', '6', '7', '6', '6', '8', '7']","['4', '3', '6', '6', '4', '6', '4', '4']","['6', '7', '4', '6', '4', '5', '6', '4']"
230,1062,2,1,"['5', '6', '6', '7', '4', '6', '4', '7']","['3', '2', '3', '4', '3', '4', '3', '3']","['3', '6', '4', '7', '4', '6', '6', '3']","['6', '3', '5', '4', '6', '4', '3', '6']","['2', '4', '8', '7', '3', '3', '2', '8']","['4', '4', '8', '6', '4', '4', '5', '9']","['8', '3', '7', '6', '5', '6', '6', '8']","['2', '7', '4', '4', '6', '4', '7', '3']","['6', '5', '5', '6', '5', '4', '4', '6']"
231,1062,2,2,"['4', '6', '5', '7', '7', '6', '6', '4']","['2', '3', '4', '4', '5', '4', '6', '4']","['7', '6', '7', '8', '7', '7', '3', '4']","['3', '4', '4', '4', '4', '2', '9', '6']","['7', '3', '7', '2', '1', '7', '6', '3']","['6', '3', '6', '7', '4', '7', '3', '6']","['6', '4', '4', '6', '3', '6', '8', '6']","['4', '7', '7', '4', '7', '4', '4', '4']","['4', '4', '4', '6', '4', '6', '6', '4']"