Group,vals
a_awake,0.48466372382546025
a_awake,0.13913225136629656
a_awake,0.16189875064218642
a_awake,-0.23671075650231882
a_awake,0.2404349803340053
a_awake,0.12182547560260022
a_awake,0.18508068494855806
a_awake,0.13793494014261687
a_awake,0.3304905214688367
a_awake,0.02018574597876724
a_awake,-0.16946390785259152
a_awake,-0.09567463644227396
a_awake,-0.1928335099835976
a_awake,0.6040789198586092
a_awake,0.33084774484065527
a_awake,-0.2772952454875384
a_awake,0.3114341713277849
a_awake,-0.24112904382927602
a_awake,0.18865116091970105
a_awake,-0.3298013602501618
a_awake,-0.1346958819120913
a_awake,-0.09269447175163392
a_awake,0.17277219971364155
a_awake,0.01437276891995743
a_awake,-0.015167763586205547
a_awake,0.2915791936722304
a_awake,0.06702597447711331
a_awake,-0.1634978621438969
a_awake,0.5083979398075268
a_awake,-0.14550669315378795
a_awake,0.0016360078504320669
a_awake,0.16831300331662397
a_awake,0.3334700397779172
a_awake,0.17624296017831848
a_awake,-0.136737806804163
a_awake,0.1233152933501208
a_awake,-0.00839144855730746
a_awake,-0.12750252328579134
a_awake,-0.1471030663926832
a_awake,-0.5149491163487825
a_awake,0.28841594393807696
a_awake,0.34007730756506227
a_awake,0.3225010567878896
a_awake,-0.17266692148047547
a_awake,0.15359646124525003
a_awake,0.38102976214896855
a_awake,0.0995911877348443
a_awake,0.09170511748940544
a_awake,0.017854992579129952
a_awake,0.04073852075276414
b_external,0.016949749811921475
b_external,-0.09922451752518409
b_external,0.139547312655404
b_external,0.08805777605247987
b_external,0.19167185286614896
b_external,-0.09581371261974164
b_external,-0.1307083482889015
b_external,0.06109668957972454
b_external,-0.05110305292274947
b_external,-0.07164473245314568
b_external,0.2524717294876754
b_external,0.24022733020270987
b_external,-0.00934945786295549
b_external,-0.10782813558779199
b_external,0.2609374142201407
b_external,-0.07482486805792785
b_external,-0.023046384311733743
b_external,0.029631170527271766
b_external,-0.05052868517429657
b_external,0.091475947708564
b_external,0.14091841447936204
b_external,0.20317304885672202
b_external,0.023695711063507555
b_external,0.10074579901701786
b_external,-0.10238590119478742
b_external,0.3012404838764647
b_external,0.36952047234939545
b_external,-0.16293355848228053
b_external,0.15909922941204463
b_external,0.4991328713917325
b_external,-0.0940742532171725
b_external,0.14665698646439077
b_external,0.38347742983782773
b_external,0.10936338604913172
b_external,0.2460940458170002
b_external,0.14329994301173948
b_external,0.3242283161526155
b_external,0.15093398170476838
b_external,0.3711894483608921
b_external,-0.08981688587316874
b_external,0.017327424569260202
b_external,0.45407445604516444
b_external,0.2620711970098034
b_external,0.12160840556558658
b_external,-0.04261138578333648
b_external,0.15111975719218945
b_external,-0.12403499782952676
b_external,0.3229915252669359
b_external,0.03290346201231592
b_external,-0.0953833766768051
c_future,0.03722733395864464
c_future,0.14300097873453071
c_future,-0.2747468215144834
c_future,0.19562431889569887
c_future,0.0977161368782714
c_future,0.05634220669594085
c_future,0.27757675221610856
c_future,-0.08167207093894087
c_future,0.08111325008524714
c_future,0.175714569003316
c_future,0.14573501684266035
c_future,0.06386062303167953
c_future,-0.06290595103945246
c_future,-0.17673447089645114
c_future,0.20577701944735696
c_future,0.2783776111616146
c_future,0.20327766277918344
c_future,0.16643941615656171
c_future,0.3493369882414229
c_future,0.11946720513349954
c_future,0.21700244565025986
c_future,0.09720632751148187
c_future,0.21235945145348306
c_future,0.14336554905687646
c_future,0.10857905828557107
c_future,0.03229277952393886
c_future,0.38451908423149717
c_future,0.3790063021214955
c_future,0.2688039122858296
c_future,0.05925744673615381
c_future,0.112061058097148
c_future,0.18492453062044995
c_future,0.31809436831981747
c_future,0.0192968145053917
c_future,0.2861546193661162
c_future,0.27412586587849774
c_future,0.2427048933591226
c_future,0.30857908848799814
c_future,0.38892183939632863
c_future,-0.2687053449938048
c_future,0.02252013531518939
c_future,0.0687788772318974
c_future,0.336066079067421
c_future,-0.011960658617140183
c_future,0.19379758307388367
c_future,-0.10002747029955084
c_future,0.2013911944469387
c_future,-0.09173088048421311
c_future,-0.23262171466167364
d_past,-0.26412964952264495
d_past,-0.21047949624600842
d_past,0.0857583289157831
d_past,-0.058901460994583
d_past,0.33675187466834133
d_past,0.11700633394768954
d_past,0.34785677566731665
d_past,-0.043274724632263104
d_past,-0.27018449663407124
d_past,0.37955115715918275
d_past,-0.2929877942269008
d_past,-0.2014249390415714
d_past,-0.17466834817806626
d_past,-0.05599996101512846
d_past,-0.025093675705287574
d_past,-0.16165874564271335
d_past,-0.35748277017876395
d_past,0.18648630049547305
d_past,-0.08950241581078697
d_past,-0.018407413026116898
d_past,0.24251294197927512
d_past,-0.17221401037532802
d_past,0.060903277469794875
d_past,-0.16368489045733411
d_past,-0.3223837647079289
d_past,-0.046866814996141065
d_past,-0.12509681204761577
d_past,0.1222876294367365
d_past,-0.004944079571938542
d_past,-0.005104358287180615
d_past,0.10740103900676698
d_past,-0.18399426484723053
d_past,0.3148029753115169
d_past,0.18634925439923158
d_past,-0.2704880688514748
d_past,0.19694704247226094
d_past,0.22036520900483592
d_past,0.05978474765729204
d_past,0.20190398844776974
d_past,-0.31133327652400444
d_past,0.001412579082165048
d_past,-0.2484399257621741
d_past,-0.29498676110408006
d_past,0.030742654025570113
d_past,0.09845919026952578
d_past,-0.15654465424419034
d_past,-0.2711437340541386
d_past,0.12023496082680357
d_past,0.08034450997575054
e_other,-0.2710941071001118
e_other,-0.35593028136282845
e_other,0.08743551068405825
e_other,0.23050598171735265
e_other,0.3470625176037596
e_other,-0.24543972171151224
e_other,-0.06754658902867297
e_other,0.3772252858184236
e_other,0.16456255308645598
e_other,0.11186764190764942
e_other,-0.026070067588418497
e_other,-0.003902648283379952
e_other,0.058181837285150355
e_other,0.044577959222088445
e_other,0.09230167828055319
e_other,0.2500910642832892
e_other,0.13347845729652574
e_other,0.13833940053739044
e_other,0.04687828338147558
e_other,0.09859867827551644
e_other,-0.10416418839316242
e_other,-0.1637993614146641
e_other,0.0245674071393127
e_other,0.290000287435307
e_other,0.2976479033541795
e_other,0.13045006187618116
e_other,0.056062138785148215
e_other,-0.29589393540412323
e_other,-0.13577006824680474
e_other,0.0532632740258009
e_other,0.313105061276534
e_other,-0.11274837474508588
e_other,0.2429907682248199
e_other,-0.07932764383103244
e_other,-0.06269551531741814
e_other,0.4005344714726088
e_other,0.23005825952528974
e_other,0.015552709397427547
e_other,-0.03633235328434839
e_other,0.07404101634347372
e_other,0.029088234610080463
e_other,-0.3724446164068327
e_other,0.02971086110419687
e_other,0.03677202541561858
e_other,0.012946896965310163
e_other,0.07646798440444012
e_other,-0.014715644085147347
e_other,0.2909851345596743
e_other,-0.23820762925191263
e_other,-0.01094953499155324
f_valence,-0.29033729583104184
f_valence,-0.05062900731803972
f_valence,0.3269461286922348
f_valence,0.42358326277163755
f_valence,0.24609997130583183
f_valence,-0.0910842405604175
f_valence,0.26562711628755953
f_valence,-0.0035753444711545956
f_valence,0.07367448657098749
f_valence,-0.09992759100916818
f_valence,0.05998002921773914
f_valence,-0.22651009713202983
f_valence,0.20464973309923173
f_valence,0.3564052788753445
f_valence,0.22272736279543584
f_valence,0.3990775711889507
f_valence,-0.30828255526545034
f_valence,-0.000617657775658989
f_valence,0.3521007460120356
f_valence,0.1081179130225644
f_valence,-0.08427405485034435
f_valence,0.21219522643272115
f_valence,0.12789598332460952
f_valence,-0.06976343766787883
f_valence,-0.14733549088911202
f_valence,0.1793157369911379
f_valence,-0.04831131754867388
f_valence,-0.14376048641809566
f_valence,0.5812532688424441
f_valence,0.17105114739521302
f_valence,0.04266589099344327
f_valence,-0.4281253009329175
f_valence,0.013348291962470898
f_valence,-0.043235163690865525
f_valence,0.21514982471640368
f_valence,0.32596768284131583
f_valence,0.3469662450339316
f_valence,0.2465065980825996
f_valence,0.21202939436544527
f_valence,0.3215329115637557
f_valence,0.5235990237249072
f_valence,0.12894175580192374
f_valence,0.24455876608235932
f_valence,0.13673076078960594
f_valence,-0.19432244794337034
f_valence,0.2058342360638651
f_valence,0.1122366219131032
f_valence,0.19006775095187173
f_valence,0.18268576924096325
f_valence,-0.16052200491966773
g_image,0.19119381158935503
g_image,0.11988764691096722
g_image,0.20461319171555442
g_image,0.2163945004828019
g_image,-0.022085721550792883
g_image,-0.12951806088077772
g_image,0.2311670908059421
g_image,-0.0745022494142036
g_image,-0.27104911060981846
g_image,0.0008953073976894488
g_image,-0.07045239945524157
g_image,0.2029005193330815
g_image,0.11997473014134899
g_image,0.24313144137597617
g_image,-0.06835242043440468
g_image,0.34198253448403626
g_image,-0.25992452410817835
g_image,0.20248229342449264
g_image,0.3542079705823271
g_image,0.10429466206443971
g_image,0.1238825446131043
g_image,0.014026803160098031
g_image,0.13910643324173078
g_image,0.08677491770140518
g_image,0.47103731501440704
g_image,0.1792086264905715
g_image,0.4282277797231477
g_image,-0.2292510612406612
g_image,0.0974702250301164
g_image,0.23649892073086035
g_image,0.40062094277530824
g_image,-0.0029688267147064003
g_image,0.17811211761822243
g_image,-0.08039869428056881
g_image,0.2501991888692655
g_image,0.056508397293215475
g_image,0.5514259147194362
g_image,-0.08677474888076571
g_image,-0.21837416263798134
g_image,0.14616077240593917
g_image,-0.029001126639454325
g_image,0.07666751815361786
g_image,-0.10772008454222648
g_image,0.13044873749796485
g_image,0.27081390669883
g_image,0.024326113553479873
g_image,-0.051091287043551786
g_image,-0.09031344987968072
g_image,0.012761583014939668
g_image,0.013682593378537555
h_word,0.012870494972149302
h_word,-0.08016713616346252
h_word,0.005344017191091778
h_word,0.06040212049788536
h_word,-0.2220864400002413
h_word,0.07455046020424776
h_word,0.03734054488716357
h_word,0.21728819894394283
h_word,-0.21026492948224962
h_word,0.14354986183549234
h_word,-0.12116970734607743
h_word,-0.05437792029095759
h_word,0.18920820920459588
h_word,-0.11118834351945713
h_word,0.07836647180212458
h_word,0.18479471116459487
h_word,-0.25085572953904756
h_word,0.060876188930729005
h_word,0.20536446906176653
h_word,0.016353965027966356
h_word,0.011419117716985575
h_word,0.21603139129541077
h_word,0.09088371429627912
h_word,-0.11063359226643366
h_word,0.10121661817411379
h_word,-0.1879519572752908
h_word,0.3887791134144411
h_word,-0.25134800679452074
h_word,-0.20307012155581483
h_word,0.5278100517463343
h_word,0.16435929512583275
h_word,-0.12305492387910302
h_word,-0.2344457800531007
h_word,-0.04499235349492335
h_word,-0.36248759439852996
h_word,0.15252620441786177
h_word,0.15787994937663558
h_word,-0.015281743919303023
h_word,0.38514564474773577
h_word,0.3251609021102597
h_word,-0.3300255976377234
h_word,-0.07449140667912661
h_word,-0.398568079331311
h_word,-0.31198791201581993
h_word,0.11715722502142197
h_word,0.12465910122721155
h_word,0.048258430648496886
h_word,0.006871783644117296
h_word,0.22013962977692436
h_word,-0.021486522516901134
i_detail,0.3426444223372754
i_detail,-0.1757202496046322
i_detail,-0.060124878144365214
i_detail,-0.15707757104826975
i_detail,-0.002366168068522967
i_detail,-0.15304506500748613
i_detail,0.29036013103916797
i_detail,0.009794328264434948
i_detail,0.20804091224202947
i_detail,-0.09057418441662808
i_detail,-0.10418355911153199
i_detail,-0.10613866214588594
i_detail,-0.11509354987795521
i_detail,-0.11048459703098217
i_detail,-0.02577297807819818
i_detail,0.09406751743268475
i_detail,0.06493692886218008
i_detail,-0.09248616631770834
i_detail,0.10401255988277074
i_detail,-0.23588431555742206
i_detail,-0.014511247756617083
i_detail,-0.15470086079547543
i_detail,0.23137878445367274
i_detail,0.016697828603930105
i_detail,-0.404799225339756
i_detail,0.010793532340683282
i_detail,-0.018612250573939757
i_detail,0.07528967869943967
i_detail,-0.18606905492882608
i_detail,-0.06385693279654116
i_detail,-0.02845720049502278
i_detail,0.39819751457494
i_detail,-0.16825196332234935
i_detail,-0.3249704680429343
i_detail,0.37849865547395967
i_detail,-0.0931788696116994
i_detail,0.18510081166602432
i_detail,0.18969414542175483
i_detail,-0.21523444606073128
i_detail,-0.13513753301201437
i_detail,-0.009840174453114733
i_detail,-0.4594335026974463
i_detail,-0.23936794850473317
i_detail,0.28487922966988355
i_detail,-0.13633955896624236
i_detail,-0.15311605570072334
i_detail,-0.029362774577971325
i_detail,-0.08592729456309452
i_detail,-0.24784506035323212
i_detail,0.20518586186869475
